,Title,Director,Cast,TMDB_id,overview,genre,actorname_1,actorname_2,actorname_3,tag_all,tag_1,tag_2
1024,Devi,A. L. Vijay,"Prabhu Deva, Tamannaah, Sonu Sood",43031,The life of a woman happily married to the son of an upper-class family in 19th century Bengal is turned upside down when her father-in-law has a vision that she is the Goddess Kali returned to earth. He convinces her to fulfill her role as a living deity and transform her house into a temple.,Drama,Prabhu Deva, Tamannaah, Sonu Sood,The life of a woman happily married to the son of an upper-class family in 19th century Bengal is turned upside down when her father-in-law has a vision that she is the Goddess Kali returned to earth. He convinces her to fulfill her role as a living deity and transform her house into a temple. Drama A. L. Vijay Prabhu Deva  Tamannaah  Sonu Sood,Drama A. L. Vijay Prabhu Deva  Tamannaah The life of a woman happily married to the son of an upper-class family in 19th century Bengal is turned upside down when her father-in-law has a vision that she is the Goddess Kali returned to earth. He convinces her to fulfill her role as a living deity and transform her house into a temple.,Drama A. L. Vijay Prabhu Deva  Sonu Sood
1025,Rekka,Rathina Shiva,"Vijay Sethupathi, Lakshmi Menon, Sija Rose",407540,A young man haunted by his actions in the past gets caught in the rivalry between two gangsters.,Romance Action Comedy,Vijay Sethupathi, Lakshmi Menon, Sija Rose,A young man haunted by his actions in the past gets caught in the rivalry between two gangsters. Romance Action Comedy Rathina Shiva Vijay Sethupathi  Lakshmi Menon  Sija Rose,Romance Action Comedy Rathina Shiva Vijay Sethupathi  Lakshmi Menon A young man haunted by his actions in the past gets caught in the rivalry between two gangsters.,Romance Action Comedy Rathina Shiva Vijay Sethupathi  Sija Rose
1026,Remo,Bakkiyaraj Kannan,"Sivakarthikeyan, Keerthy Suresh, Sathish",402778,"An aspiring actor dresses up as a female nurse to bag a role in a film, and more importantly, woo the love of his life.",Comedy Romance,Sivakarthikeyan, Keerthy Suresh, Sathish,"An aspiring actor dresses up as a female nurse to bag a role in a film, and more importantly, woo the love of his life. Comedy Romance Bakkiyaraj Kannan Sivakarthikeyan  Keerthy Suresh  Sathish","Comedy Romance Bakkiyaraj Kannan Sivakarthikeyan  Keerthy Suresh An aspiring actor dresses up as a female nurse to bag a role in a film, and more importantly, woo the love of his life.",Comedy Romance Bakkiyaraj Kannan Sivakarthikeyan  Sathish
1027,Ammani,Lakshmy Ramakrishnan,"Lakshmy Ramakrishnan, Subbalakshmi, Nithin Sathya",371075,Ammani is about a 82-year-old woman and her emotional bond with another woman named Salamma.,Family Drama,Lakshmy Ramakrishnan, Subbalakshmi, Nithin Sathya,Ammani is about a 82-year-old woman and her emotional bond with another woman named Salamma. Family Drama Lakshmy Ramakrishnan Lakshmy Ramakrishnan  Subbalakshmi  Nithin Sathya,Family Drama Lakshmy Ramakrishnan Lakshmy Ramakrishnan  Subbalakshmi Ammani is about a 82-year-old woman and her emotional bond with another woman named Salamma.,Family Drama Lakshmy Ramakrishnan Lakshmy Ramakrishnan  Nithin Sathya
1028,Kagitha Kappal,S. Sivaraman,"Appukutty, Dilija, M. S. Bhaskar",444861,Sivabalan aka Appu Kutty indulges in job such as ragpicking since his childhood. He believes that one should be sincere and honest in whatever he does.,unknown,Appukutty, Dilija, M. S. Bhaskar,Sivabalan aka Appu Kutty indulges in job such as ragpicking since his childhood. He believes that one should be sincere and honest in whatever he does.  S. Sivaraman Appukutty  Dilija  M. S. Bhaskar,unknown S. Sivaraman Appukutty  Dilija Sivabalan aka Appu Kutty indulges in job such as ragpicking since his childhood. He believes that one should be sincere and honest in whatever he does., S. Sivaraman Appukutty  M. S. Bhaskar
1029,Nee Enbathu,A. R. Rahim,"Mukil, Shamja, Pandi",unknown,unknown,unknown,Mukil, Shamja, Pandi,unknown unknown A. R. Rahim Mukil  Shamja  Pandi,unknown A. R. Rahim Mukil  Shamja unknown,unknown A. R. Rahim Mukil  Pandi
1030,Nenjukkulla Nee Neranjirukka,Sampathkumar–Rajendran,"Sivahari, Ameetha",unknown,unknown,unknown,Sivahari, Ameetha,unknown,unknown unknown Sampathkumar–Rajendran Sivahari  Ameetha unknown,unknown Sampathkumar–Rajendran Sivahari  Ameetha unknown,unknown Sampathkumar–Rajendran Sivahari unknown
1031,Kaashmora,Gokul,"Karthi, Nayanthara, Sri Divya",371420,"Kaashmora, a present era black magic specialist; Rajnayak, an ancient era warlord and Ratnamahadevi is his queen. How these three are connected? What are the issues that arise?",Fantasy Horror,Karthi, Nayanthara, Sri Divya,"Kaashmora, a present era black magic specialist; Rajnayak, an ancient era warlord and Ratnamahadevi is his queen. How these three are connected? What are the issues that arise? Fantasy Horror Gokul Karthi  Nayanthara  Sri Divya","Fantasy Horror Gokul Karthi  Nayanthara Kaashmora, a present era black magic specialist; Rajnayak, an ancient era warlord and Ratnamahadevi is his queen. How these three are connected? What are the issues that arise?",Fantasy Horror Gokul Karthi  Sri Divya
1032,Kodi,R. S. Durai Senthilkumar,"Dhanush, Trisha, Anupama Parameswaran",376455,"A young politician finds himself in a position where he has to contest against his girlfriend, who is ambitious. Circumstances force his look-alike twin to also get involved in this political battle.",Action Drama Thriller,Dhanush, Trisha, Anupama Parameswaran,"A young politician finds himself in a position where he has to contest against his girlfriend, who is ambitious. Circumstances force his look-alike twin to also get involved in this political battle. Action Drama Thriller R. S. Durai Senthilkumar Dhanush  Trisha  Anupama Parameswaran","Action Drama Thriller R. S. Durai Senthilkumar Dhanush  Trisha A young politician finds himself in a position where he has to contest against his girlfriend, who is ambitious. Circumstances force his look-alike twin to also get involved in this political battle.",Action Drama Thriller R. S. Durai Senthilkumar Dhanush  Anupama Parameswaran
1033,Thiraikku Vaaradha Kadhai,Thulasidas,"Nadhiya, Iniya, Eden, Subiksha",unknown,unknown,unknown,Nadhiya, Iniya, Eden,unknown unknown Thulasidas Nadhiya  Iniya  Eden,unknown Thulasidas Nadhiya  Iniya unknown,unknown Thulasidas Nadhiya  Eden
1034,Kadalai,P. Sagayasuresh,"Ma Ka Pa Anand, Aishwarya Rajesh, John Vijay, Ponvannan",411491,A youngster with a lackadaisical attitude realises the importance of embracing agriculture when a selfish businessman tries to acquire land from his village.,Romance Comedy,Ma Ka Pa Anand, Aishwarya Rajesh, John Vijay,A youngster with a lackadaisical attitude realises the importance of embracing agriculture when a selfish businessman tries to acquire land from his village. Romance Comedy P. Sagayasuresh Ma Ka Pa Anand  Aishwarya Rajesh  John Vijay,Romance Comedy P. Sagayasuresh Ma Ka Pa Anand  Aishwarya Rajesh A youngster with a lackadaisical attitude realises the importance of embracing agriculture when a selfish businessman tries to acquire land from his village.,Romance Comedy P. Sagayasuresh Ma Ka Pa Anand  John Vijay
1035,Ini Avanea,Sampathraj,"Santhosh, Sasi, Ashleysha, Ruby, Pavani Reddy",unknown,unknown,unknown,Santhosh, Sasi, Ashleysha,unknown unknown Sampathraj Santhosh  Sasi  Ashleysha,unknown Sampathraj Santhosh  Sasi unknown,unknown Sampathraj Santhosh  Ashleysha
1036,Achcham Yenbadhu Madamaiyada,Gautham Menon,"Silambarasan, Manjima Mohan, Baba Sehgal",330417,A youngster goes on a road trip with the girl of his dreams and but an accident leads things to spiraling out of control.,Action Romance,Silambarasan, Manjima Mohan, Baba Sehgal,A youngster goes on a road trip with the girl of his dreams and but an accident leads things to spiraling out of control. Action Romance Gautham Menon Silambarasan  Manjima Mohan  Baba Sehgal,Action Romance Gautham Menon Silambarasan  Manjima Mohan A youngster goes on a road trip with the girl of his dreams and but an accident leads things to spiraling out of control.,Action Romance Gautham Menon Silambarasan  Baba Sehgal
1037,Meen Kuzhambum Mann Paanaiyum,Amudheswar,"Kalidas Jayaram, Ashna Zaveri, Prabhu, Pooja Kumar",410627,"A father and son, who fail to understand each other, decide to sort out their issues with the help of their family friend in an unusual and bizarre way.",Comedy Family Romance,Kalidas Jayaram, Ashna Zaveri, Prabhu,"A father and son, who fail to understand each other, decide to sort out their issues with the help of their family friend in an unusual and bizarre way. Comedy Family Romance Amudheswar Kalidas Jayaram  Ashna Zaveri  Prabhu","Comedy Family Romance Amudheswar Kalidas Jayaram  Ashna Zaveri A father and son, who fail to understand each other, decide to sort out their issues with the help of their family friend in an unusual and bizarre way.",Comedy Family Romance Amudheswar Kalidas Jayaram  Prabhu
1038,Anjukku Onnu,Arviyar,"Amar, Guru Siddharth, Jerold, Megna, Umasri",unknown,unknown,unknown,Amar, Guru Siddharth, Jerold,unknown unknown Arviyar Amar  Guru Siddharth  Jerold,unknown Arviyar Amar  Guru Siddharth unknown,unknown Arviyar Amar  Jerold
1039,Kadavul Irukaan Kumaru,M. Rajesh,"G. V. Prakash Kumar, Nikki Galrani, Anandhi, Prakash Raj",412193,A confused groom and his friend get booked by a cop while they are on the way back from a bachelor party.,Action Comedy Romance,G. V. Prakash Kumar, Nikki Galrani, Anandhi,A confused groom and his friend get booked by a cop while they are on the way back from a bachelor party. Action Comedy Romance M. Rajesh G. V. Prakash Kumar  Nikki Galrani  Anandhi,Action Comedy Romance M. Rajesh G. V. Prakash Kumar  Nikki Galrani A confused groom and his friend get booked by a cop while they are on the way back from a bachelor party.,Action Comedy Romance M. Rajesh G. V. Prakash Kumar  Anandhi
1040,Kavalai Vendam,Deekay,"Jiiva, Kajal Aggarwal, Bobby Simha, Sunaina",371810,A chef who is separated from his wife decides to win back her love after she lands up at his doorstep asking for divorce.,Comedy Drama Romance,Jiiva, Kajal Aggarwal, Bobby Simha,A chef who is separated from his wife decides to win back her love after she lands up at his doorstep asking for divorce. Comedy Drama Romance Deekay Jiiva  Kajal Aggarwal  Bobby Simha,Comedy Drama Romance Deekay Jiiva  Kajal Aggarwal A chef who is separated from his wife decides to win back her love after she lands up at his doorstep asking for divorce.,Comedy Drama Romance Deekay Jiiva  Bobby Simha
1041,Ilami,Julian Prakash,"Yuvan, Anu Krishna, Akhil, Ravi Mariya",429548,"Two villages which are at loggerheads over a deity decide to sort the issue out by holding a Jallikattu event, and this decision puts a romance hanging in the balance.",unknown,Yuvan, Anu Krishna, Akhil,"Two villages which are at loggerheads over a deity decide to sort the issue out by holding a Jallikattu event, and this decision puts a romance hanging in the balance.  Julian Prakash Yuvan  Anu Krishna  Akhil","unknown Julian Prakash Yuvan  Anu Krishna Two villages which are at loggerheads over a deity decide to sort the issue out by holding a Jallikattu event, and this decision puts a romance hanging in the balance.", Julian Prakash Yuvan  Akhil
1042,Kannula Kaasa Kattappa,Major Gowtham,"Aravind Akash, Chandini Tamilarasan, Ashwathy Warrier",427727,"A drama film directed by Major Gowtham, starring Aravind Akash, Ashwathy Ravikumar and Chandini Tamilarasan in the lead roles.",Drama Comedy,Aravind Akash, Chandini Tamilarasan, Ashwathy Warrier,"A drama film directed by Major Gowtham, starring Aravind Akash, Ashwathy Ravikumar and Chandini Tamilarasan in the lead roles. Drama Comedy Major Gowtham Aravind Akash  Chandini Tamilarasan  Ashwathy Warrier","Drama Comedy Major Gowtham Aravind Akash  Chandini Tamilarasan A drama film directed by Major Gowtham, starring Aravind Akash, Ashwathy Ravikumar and Chandini Tamilarasan in the lead roles.",Drama Comedy Major Gowtham Aravind Akash  Ashwathy Warrier
1043,Pattathaari,A. R. Sankar Pandi,"Abi Saravanan, Sayana Santhosh, Ambani Shankar",430620,Five graduates who are friends while away their lives idly. In walks a girl who stirs things up.,Drama Comedy,Abi Saravanan, Sayana Santhosh, Ambani Shankar,Five graduates who are friends while away their lives idly. In walks a girl who stirs things up. Drama Comedy A. R. Sankar Pandi Abi Saravanan  Sayana Santhosh  Ambani Shankar,Drama Comedy A. R. Sankar Pandi Abi Saravanan  Sayana Santhosh Five graduates who are friends while away their lives idly. In walks a girl who stirs things up.,Drama Comedy A. R. Sankar Pandi Abi Saravanan  Ambani Shankar
1044,Virumandikum Sivanandikum,Vincent Selva,"Sanjay, Arundhati Nair, Thambi Ramaiah, Robo Shankar",429209,A jobless youngster and his friend borrow money from a goon to start a business and fall into a trap of a filmmaker in disguise. A few unexpected incidents turn their life topsy-turvy.,unknown,Sanjay, Arundhati Nair, Thambi Ramaiah,A jobless youngster and his friend borrow money from a goon to start a business and fall into a trap of a filmmaker in disguise. A few unexpected incidents turn their life topsy-turvy.  Vincent Selva Sanjay  Arundhati Nair  Thambi Ramaiah,unknown Vincent Selva Sanjay  Arundhati Nair A jobless youngster and his friend borrow money from a goon to start a business and fall into a trap of a filmmaker in disguise. A few unexpected incidents turn their life topsy-turvy., Vincent Selva Sanjay  Thambi Ramaiah
1045,Saithan,Pradeep Krishnamoorthy,"Vijay Antony, Arundhati Nair",399171,A software engineer starts hearing a voice inside his head that tells him to go in search of a woman named Jayalakshmi and murder her!,Thriller Action,Vijay Antony, Arundhati Nair,unknown,A software engineer starts hearing a voice inside his head that tells him to go in search of a woman named Jayalakshmi and murder her! Thriller Action Pradeep Krishnamoorthy Vijay Antony  Arundhati Nair unknown,Thriller Action Pradeep Krishnamoorthy Vijay Antony  Arundhati Nair A software engineer starts hearing a voice inside his head that tells him to go in search of a woman named Jayalakshmi and murder her!,Thriller Action Pradeep Krishnamoorthy Vijay Antony unknown
1046,Azhahendra Sollukku Amudha,Nagarajan,"Rijan Suresh, Aashritha, Pattimandram Raja",unknown,unknown,unknown,Rijan Suresh, Aashritha, Pattimandram Raja,unknown unknown Nagarajan Rijan Suresh  Aashritha  Pattimandram Raja,unknown Nagarajan Rijan Suresh  Aashritha unknown,unknown Nagarajan Rijan Suresh  Pattimandram Raja
1047,Maaveeran Kittu,Suseenthiran,"Vishnu Vishal, Sri Divya, Parthiban",412017,A state topper from a lower caste goes missing after an upper caste cop picks him up for questioning. What has happened to him?,Drama History,Vishnu Vishal, Sri Divya, Parthiban,A state topper from a lower caste goes missing after an upper caste cop picks him up for questioning. What has happened to him? Drama History Suseenthiran Vishnu Vishal  Sri Divya  Parthiban,Drama History Suseenthiran Vishnu Vishal  Sri Divya A state topper from a lower caste goes missing after an upper caste cop picks him up for questioning. What has happened to him?,Drama History Suseenthiran Vishnu Vishal  Parthiban
1048,Pazhaya Vannarapettai,G. Mohan,"Prajin, Richard, Nishanth, Ashmitha, Karunas",433135,"Five friends are picked up as suspects in a political murder, and the cops detain one among them to save face in front of the media. To save him, the guy’s friend and a straightforward cop try to track down the real killer.​",Thriller Action,Prajin, Richard, Nishanth,"Five friends are picked up as suspects in a political murder, and the cops detain one among them to save face in front of the media. To save him, the guy’s friend and a straightforward cop try to track down the real killer.​ Thriller Action G. Mohan Prajin  Richard  Nishanth","Thriller Action G. Mohan Prajin  Richard Five friends are picked up as suspects in a political murder, and the cops detain one among them to save face in front of the media. To save him, the guy’s friend and a straightforward cop try to track down the real killer.​",Thriller Action G. Mohan Prajin  Nishanth
1049,Atti,Vijayabhaskar,"Ma Ka Pa Anand, Ashmitha, Ramki",407331,"Bava lives in a lower middle class tenement in Triplicane, Chennai. He runs a water can business along with his friends. He also sings Gana songs in death ceremonies. During one such occasion he crosses swords with a local thug Mookuthi and gets a mobile phone while running for his life on the road. The owner of the mobile phone is the heroine and she wants it back. Bava’s repeated attempts to meet her and hand over the mobile fail due to various reasons and when he finally meets her with the mobile, he is brutally attacked by a group of goons and the mobile goes missing again.A local paid killer Radha is hired by a wealthy builder to kill Bava and snatch the phone from him. Whether Bava manages to escape the bid to kill him? What happen to the mobile phone and what is the reason behind the phone becoming a threat to his life? These questions are answered in the rest of the film.",Drama Comedy,Ma Ka Pa Anand, Ashmitha, Ramki,"Bava lives in a lower middle class tenement in Triplicane, Chennai. He runs a water can business along with his friends. He also sings Gana songs in death ceremonies. During one such occasion he crosses swords with a local thug Mookuthi and gets a mobile phone while running for his life on the road. The owner of the mobile phone is the heroine and she wants it back. Bava’s repeated attempts to meet her and hand over the mobile fail due to various reasons and when he finally meets her with the mobile, he is brutally attacked by a group of goons and the mobile goes missing again.A local paid killer Radha is hired by a wealthy builder to kill Bava and snatch the phone from him. Whether Bava manages to escape the bid to kill him? What happen to the mobile phone and what is the reason behind the phone becoming a threat to his life? These questions are answered in the rest of the film. Drama Comedy Vijayabhaskar Ma Ka Pa Anand  Ashmitha  Ramki","Drama Comedy Vijayabhaskar Ma Ka Pa Anand  Ashmitha Bava lives in a lower middle class tenement in Triplicane, Chennai. He runs a water can business along with his friends. He also sings Gana songs in death ceremonies. During one such occasion he crosses swords with a local thug Mookuthi and gets a mobile phone while running for his life on the road. The owner of the mobile phone is the heroine and she wants it back. Bava’s repeated attempts to meet her and hand over the mobile fail due to various reasons and when he finally meets her with the mobile, he is brutally attacked by a group of goons and the mobile goes missing again.A local paid killer Radha is hired by a wealthy builder to kill Bava and snatch the phone from him. Whether Bava manages to escape the bid to kill him? What happen to the mobile phone and what is the reason behind the phone becoming a threat to his life? These questions are answered in the rest of the film.",Drama Comedy Vijayabhaskar Ma Ka Pa Anand  Ramki
1050,Chennai 600028 II,Venkat Prabhu,"Shiva, Jai, Vaibhav, Premji, Vijay Vasanth, Aravind Akash, Nithin Sathya, Ajay Raj, Mahat Raghavendra",410562,"The Chennai Sharks XI team goes to Theni for the marriage of their teammate Ragu, and get into a tiff with the local team that becomes a threat to the wedding.",Comedy Romance,Shiva, Jai, Vaibhav,"The Chennai Sharks XI team goes to Theni for the marriage of their teammate Ragu, and get into a tiff with the local team that becomes a threat to the wedding. Comedy Romance Venkat Prabhu Shiva  Jai  Vaibhav","Comedy Romance Venkat Prabhu Shiva  Jai The Chennai Sharks XI team goes to Theni for the marriage of their teammate Ragu, and get into a tiff with the local team that becomes a threat to the wedding.",Comedy Romance Venkat Prabhu Shiva  Vaibhav
1051,Parandhu Sella Vaa,Dhanapal Padmanabhan,"Luthfudeen, Aishwarya Rajesh, Narelle Kheng, Karunakaran, Sathish, RJ Balaji",412582,Tells the story of a young man who is settled in his job and is now going through the exciting journey of finding love.,Drama Romance,Luthfudeen, Aishwarya Rajesh, Narelle Kheng,Tells the story of a young man who is settled in his job and is now going through the exciting journey of finding love. Drama Romance Dhanapal Padmanabhan Luthfudeen  Aishwarya Rajesh  Narelle Kheng,Drama Romance Dhanapal Padmanabhan Luthfudeen  Aishwarya Rajesh Tells the story of a young man who is settled in his job and is now going through the exciting journey of finding love.,Drama Romance Dhanapal Padmanabhan Luthfudeen  Narelle Kheng
1052,Andaman,Aadhavan,"Richard, Manochitra, Kannadasan, Manobala, Vaiyapuri",901562,Andaman is an inspirational social drama about a quarantine centre in an unprivileged village.,Drama,Richard, Manochitra, Kannadasan,Andaman is an inspirational social drama about a quarantine centre in an unprivileged village. Drama Aadhavan Richard  Manochitra  Kannadasan,Drama Aadhavan Richard  Manochitra Andaman is an inspirational social drama about a quarantine centre in an unprivileged village.,Drama Aadhavan Richard  Kannadasan
1053,Veera Sivaji,Ganesh Vinayak,"Vikram Prabhu, Shamili, John Vijay",370962,"Veera Sivaji is an upcoming Tamil action film directed by Ganesh Vinayak, starring Vikram Prabhu and Shamili in the leading roles. The film began production during July 2015 and will release in 2016.",Action Romance Comedy,Vikram Prabhu, Shamili, John Vijay,"Veera Sivaji is an upcoming Tamil action film directed by Ganesh Vinayak, starring Vikram Prabhu and Shamili in the leading roles. The film began production during July 2015 and will release in 2016. Action Romance Comedy Ganesh Vinayak Vikram Prabhu  Shamili  John Vijay","Action Romance Comedy Ganesh Vinayak Vikram Prabhu  Shamili Veera Sivaji is an upcoming Tamil action film directed by Ganesh Vinayak, starring Vikram Prabhu and Shamili in the leading roles. The film began production during July 2015 and will release in 2016.",Action Romance Comedy Ganesh Vinayak Vikram Prabhu  John Vijay
1054,Balle Vellaiyathevaa,Prakash,"M. Sasikumar, Tanya, Kovai Sarala, Sangili Murugan",430475,"A young man who moves into a village gets close to an old childless couple, and takes on the local big shot.",Family Comedy Drama,M. Sasikumar, Tanya, Kovai Sarala,"A young man who moves into a village gets close to an old childless couple, and takes on the local big shot. Family Comedy Drama Prakash M. Sasikumar  Tanya  Kovai Sarala","Family Comedy Drama Prakash M. Sasikumar  Tanya A young man who moves into a village gets close to an old childless couple, and takes on the local big shot.",Family Comedy Drama Prakash M. Sasikumar  Kovai Sarala
1055,Kaththi Sandai,Suraj,"Vishal, Tamannaah, Jagapati Babu, Vadivelu",410480,"A furious youngster takes on a politician, a police officer and a criminal owing to the injustice meted out to his kith and kin",Action Romance,Vishal, Tamannaah, Jagapati Babu,"A furious youngster takes on a politician, a police officer and a criminal owing to the injustice meted out to his kith and kin Action Romance Suraj Vishal  Tamannaah  Jagapati Babu","Action Romance Suraj Vishal  Tamannaah A furious youngster takes on a politician, a police officer and a criminal owing to the injustice meted out to his kith and kin",Action Romance Suraj Vishal  Jagapati Babu
1056,Manal Kayiru 2,Madhan Kumar,"Ashwin Shekhar, Poorna, S. Ve. Sekhar, Visu",415850,A doting father gives his nod to his daughter’s conditions for marriage and the confusions and struggle which the family faces following that…,Drama Comedy Family,Ashwin Shekhar, Poorna, S. Ve. Sekhar,A doting father gives his nod to his daughter’s conditions for marriage and the confusions and struggle which the family faces following that… Drama Comedy Family Madhan Kumar Ashwin Shekhar  Poorna  S. Ve. Sekhar,Drama Comedy Family Madhan Kumar Ashwin Shekhar  Poorna A doting father gives his nod to his daughter’s conditions for marriage and the confusions and struggle which the family faces following that…,Drama Comedy Family Madhan Kumar Ashwin Shekhar  S. Ve. Sekhar
1057,Ner Mugam,Murali Krishna,"Rafee, Meera Nandan, Meenakshi, Pandiarajan",433253,Over half-a-dozen lover couples go missing and an Assistant Commissioner of Police takes up the investigation.,unknown,Rafee, Meera Nandan, Meenakshi,Over half-a-dozen lover couples go missing and an Assistant Commissioner of Police takes up the investigation.  Murali Krishna Rafee  Meera Nandan  Meenakshi,unknown Murali Krishna Rafee  Meera Nandan Over half-a-dozen lover couples go missing and an Assistant Commissioner of Police takes up the investigation., Murali Krishna Rafee  Meenakshi
1058,Dhuruvangal Pathinaaru,Karthick Naren,"Rahman, Ashwin Kumar, Prakash Raghavan, Santhosh Krishna, Yaashika Aanand",414523,A former cop looks back on the case which left him disabled and forced him to quit the force.,Thriller Action Crime Mystery,Rahman, Ashwin Kumar, Prakash Raghavan,A former cop looks back on the case which left him disabled and forced him to quit the force. Thriller Action Crime Mystery Karthick Naren Rahman  Ashwin Kumar  Prakash Raghavan,Thriller Action Crime Mystery Karthick Naren Rahman  Ashwin Kumar A former cop looks back on the case which left him disabled and forced him to quit the force.,Thriller Action Crime Mystery Karthick Naren Rahman  Prakash Raghavan
1059,Achamindri,Rajapandi,"Vijay Vasanth, Srushti Dange, Samuthirakani, Saranya Ponvannan",410617,"A pickpocket, his girlfriend and a cop become the targets of an education racket. ​",Romance Action,Vijay Vasanth, Srushti Dange, Samuthirakani,"A pickpocket, his girlfriend and a cop become the targets of an education racket. ​ Romance Action Rajapandi Vijay Vasanth  Srushti Dange  Samuthirakani","Romance Action Rajapandi Vijay Vasanth  Srushti Dange A pickpocket, his girlfriend and a cop become the targets of an education racket. ​",Romance Action Rajapandi Vijay Vasanth  Samuthirakani
1060,Adhiran,J. V. Mohan,"Suresh Kumar, Sanjana, Shreeram, Fathima",unknown,unknown,unknown,Suresh Kumar, Sanjana, Shreeram,unknown unknown J. V. Mohan Suresh Kumar  Sanjana  Shreeram,unknown J. V. Mohan Suresh Kumar  Sanjana unknown,unknown J. V. Mohan Suresh Kumar  Shreeram
1061,Eganapuram,V. Suresh Natchatra,"V. Ravi, Jothisha Ammu, Rithu Rajasimman",unknown,unknown,unknown,V. Ravi, Jothisha Ammu, Rithu Rajasimman,unknown unknown V. Suresh Natchatra V. Ravi  Jothisha Ammu  Rithu Rajasimman,unknown V. Suresh Natchatra V. Ravi  Jothisha Ammu unknown,unknown V. Suresh Natchatra V. Ravi  Rithu Rajasimman
1062,Kandadhai Sollugiren,B. Lenin,"Poo Ram, Anand, Janaki, Karuna, Jeniffer",unknown,unknown,unknown,Poo Ram, Anand, Janaki,unknown unknown B. Lenin Poo Ram  Anand  Janaki,unknown B. Lenin Poo Ram  Anand unknown,unknown B. Lenin Poo Ram  Janaki
1063,Meow,Chinnas Palanisamy,"R. Raja, Gayathri Iyer",894095,"Follows Dasthakeer and Sulekha, a married couple that moves to Dubai with their three children for a better living.",Drama Comedy,R. Raja, Gayathri Iyer,unknown,"Follows Dasthakeer and Sulekha, a married couple that moves to Dubai with their three children for a better living. Drama Comedy Chinnas Palanisamy R. Raja  Gayathri Iyer unknown","Drama Comedy Chinnas Palanisamy R. Raja  Gayathri Iyer Follows Dasthakeer and Sulekha, a married couple that moves to Dubai with their three children for a better living.",Drama Comedy Chinnas Palanisamy R. Raja unknown
1064,Mo,Bhuvan Nallan,"Suresh Ravi, Aishwarya Rajesh, Pooja Devariya, Ramesh Thilak",unknown,unknown,unknown,Suresh Ravi, Aishwarya Rajesh, Pooja Devariya,unknown unknown Bhuvan Nallan Suresh Ravi  Aishwarya Rajesh  Pooja Devariya,unknown Bhuvan Nallan Suresh Ravi  Aishwarya Rajesh unknown,unknown Bhuvan Nallan Suresh Ravi  Pooja Devariya
1065,Thalaiyatti Bommai,Bagavathi Bala,"Ramesh, Tanvi, Meera Krishnan",unknown,unknown,unknown,Ramesh, Tanvi, Meera Krishnan,unknown unknown Bagavathi Bala Ramesh  Tanvi  Meera Krishnan,unknown Bagavathi Bala Ramesh  Tanvi unknown,unknown Bagavathi Bala Ramesh  Meera Krishnan
1066,Pachaikili Parimala,Madhubalan,"Damodaran, Sakthishree",unknown,unknown,unknown,Damodaran, Sakthishree,unknown,unknown unknown Madhubalan Damodaran  Sakthishree unknown,unknown Madhubalan Damodaran  Sakthishree unknown,unknown Madhubalan Damodaran unknown
1067,Peiyena Peiyum Kurudhi,Sudhakar Shanmugam,"Jana, Seenivasan, Harish, Ganeshan, Robin",unknown,unknown,unknown,Jana, Seenivasan, Harish,unknown unknown Sudhakar Shanmugam Jana  Seenivasan  Harish,unknown Sudhakar Shanmugam Jana  Seenivasan unknown,unknown Sudhakar Shanmugam Jana  Harish
1068,Soorathengai,Sanjeev Srinivas Kanna,"Arvind Vinod, Eugina Samanthi, Theni Murugan",unknown,unknown,unknown,Arvind Vinod, Eugina Samanthi, Theni Murugan,unknown unknown Sanjeev Srinivas Kanna Arvind Vinod  Eugina Samanthi  Theni Murugan,unknown Sanjeev Srinivas Kanna Arvind Vinod  Eugina Samanthi unknown,unknown Sanjeev Srinivas Kanna Arvind Vinod  Theni Murugan
1069,Unnai Thottu Kolla Vaa,Krishnakumar,"Powerstar Srinivasan, Livingston, Ganja Karuppu",unknown,unknown,unknown,Powerstar Srinivasan, Livingston, Ganja Karuppu,unknown unknown Krishnakumar Powerstar Srinivasan  Livingston  Ganja Karuppu,unknown Krishnakumar Powerstar Srinivasan  Livingston unknown,unknown Krishnakumar Powerstar Srinivasan  Ganja Karuppu
1070,Bairavaa,Bharathan,"Vijay, Keerthy Suresh, Sathish, Jagapati Babu, Daniel Balaji",411717,A loan recovery agent takes on a corrupt head of an educational institution to save his girlfriend.​,Action,Vijay, Keerthy Suresh, Sathish,A loan recovery agent takes on a corrupt head of an educational institution to save his girlfriend.​ Action Bharathan Vijay  Keerthy Suresh  Sathish,Action Bharathan Vijay  Keerthy Suresh A loan recovery agent takes on a corrupt head of an educational institution to save his girlfriend.​,Action Bharathan Vijay  Sathish
1071,Koditta Idangalai Nirappuga,Parthiban,"Shanthanu Bhagyaraj, Parvatii Nair, Parthiban, Thambi Ramaiah",431769,"On a business trip to India, an NRI fantasises about getting into a relationship with the young wife of his middle-aged driver.",Thriller Drama Comedy,Shanthanu Bhagyaraj, Parvatii Nair, Parthiban,"On a business trip to India, an NRI fantasises about getting into a relationship with the young wife of his middle-aged driver. Thriller Drama Comedy Parthiban Shanthanu Bhagyaraj  Parvatii Nair  Parthiban","Thriller Drama Comedy Parthiban Shanthanu Bhagyaraj  Parvatii Nair On a business trip to India, an NRI fantasises about getting into a relationship with the young wife of his middle-aged driver.",Thriller Drama Comedy Parthiban Shanthanu Bhagyaraj  Parthiban
